date,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-05-18,67813.69291016509,67813.69291016509,0.0,0.0,17999.206674441004,14485.794751228297,0.0,10624.112886952382,41077.431385564305,0.0,0.0,41077.431385564305
2025-05-19,60195.022711876496,60195.022711876496,0.0,0.0,16488.622429471776,13892.912608736979,67.00333333333344,10151.099674475037,36544.291044184436,0.0,451.90398166666745,36996.195025851106
2025-05-20,60540.92755650313,60540.92755650313,0.0,0.0,17855.292288335095,14511.583108515624,0.0,2669.823560016993,36898.028101442425,0.0,0.0,36898.028101442425
2025-05-21,56480.15794051306,56480.15794051306,0.0,0.0,17500.095666676956,14288.041558211804,0.0,1905.4885487145777,35250.21812694056,0.0,0.0,35250.21812694056
2025-05-22,59470.21026639665,59470.21026639665,0.0,0.0,18523.25769133873,14256.327652842881,0.0,4386.649411234139,36864.331939203024,0.0,0.0,36864.331939203024
2025-05-23,28490.26221023576,28490.26221023576,0.0,0.0,16443.858543675946,13226.939800792883,0.0,18852.394584019366,15202.779526725117,0.0,0.0,15202.779526725117
2025-05-24,29036.418559618138,29036.418559618138,0.0,0.0,16340.947910020303,13032.469378801998,0.0,21973.4386450665,16042.449395373013,0.0,0.0,16042.449395373013
2025-05-25,60234.145453653866,60234.145453653866,0.0,0.0,15573.096847847599,13088.965034144965,0.0,9205.003456617902,36872.95941024011,0.0,0.0,36872.95941024011
2025-05-26,58014.33662873912,58014.33662873912,0.0,0.0,17472.19504650849,14785.751390530731,265.8161651767317,1013.8761879380976,36014.68544391174,0.0,1854.3335682728805,37869.01901218462
2025-05-27,55698.62775106229,55698.62775106229,0.0,0.0,17716.043314034046,13978.263175078126,0.0,2570.480312106374,34823.90497422039,0.0,0.0,34823.90497422039
2025-05-28,64005.28967149642,64005.28967149642,0.0,0.0,17893.45642064981,14303.19731251736,0.0,8141.206463363977,38569.86183350598,0.0,0.0,38569.86183350598
2025-05-29,62110.60914783473,62110.60914783473,0.0,0.0,18618.38117450402,15280.255083511282,17.817433333333383,4680.176990175334,37642.5544762956,0.0,119.77769558333367,37762.33217187893
2025-05-30,29142.89723094644,29142.89723094644,0.0,0.0,16501.264549966512,12637.778443163801,0.0,18683.17785747706,15836.314066119166,0.0,0.0,15836.314066119166
2025-05-31,29876.988275247615,29876.988275247615,0.0,0.0,15947.604890763349,13446.788231162975,0.0,18986.990065647242,16536.08075508704,0.0,0.0,16536.08075508704
2025-06-01,77208.33286348262,77208.33286348262,0.0,0.0,20226.2205989579,18233.051803378126,1747.5419377156209,5737.879705618461,47350.407964846396,0.0,10066.025452105698,57416.433416952095
2025-06-02,81765.20062988694,81765.20062988694,0.0,0.0,20926.256770141674,16911.791308622698,1112.533207996223,10222.460926364189,50555.1543853688,0.0,7057.610622791738,57612.76500816053
2025-06-03,77727.01077955608,77727.01077955608,0.0,0.0,20853.409387188953,16532.95559094531,994.9752603567722,6209.165410335877,47792.10249285889,0.0,6275.409626384026,54067.512119242914
2025-06-04,87876.81607760132,87876.81607760132,0.0,0.0,18739.54108387346,15191.600270296096,521.0749744608494,15204.68942181814,54791.845411402355,0.0,3142.056265412915,57933.90167681527
2025-06-05,76570.87269500116,76570.87269500116,0.0,0.0,21702.618138990645,17688.44574989531,1679.3781596678823,3086.7604489070527,46510.078271478415,0.0,11300.961878434586,57811.040149913
2025-06-06,36470.98430142339,36470.98430142339,0.0,0.0,15774.499639876754,12530.64300054418,718.0078837832906,3090.140145874113,20514.673760295624,0.0,4578.066508353637,25092.74026864926
2025-06-07,43354.54805082953,43354.54805082953,0.0,0.0,13996.050601080457,10834.641297131076,0.0,9066.625580213482,23664.112284693838,0.0,0.0,23664.112284693838
2025-06-08,76935.7888855651,76935.7888855651,0.0,0.0,17736.084710898,14399.532148278906,182.5732680318563,8596.886324311192,47663.13679376719,0.0,1266.757172010646,48929.89396577783
2025-06-09,86104.71116336317,86104.71116336317,0.0,0.0,19945.740954543944,15835.320496158853,44.52486562499996,11106.102837269756,54442.160366960685,0.0,300.09701817994767,54742.25738514063
2025-06-10,79798.89800019552,79798.89800019552,0.0,0.0,21705.702033458878,17587.621495943225,0.0,4062.373229346545,49787.35402468567,0.0,0.0,49787.35402468567
2025-06-11,85310.95717251986,85310.95717251986,0.0,0.0,23186.59503062591,18553.900903594615,19.50116276041672,4613.317891582323,54383.15463692926,0.0,131.4670887493493,54514.62172567861
2025-06-12,83552.17259448452,83552.17259448452,0.0,0.0,20425.41309681407,16319.33201735677,0.0,6993.700081693891,52873.30160710621,0.0,0.0,52873.30160710621
2025-06-13,37751.474192867274,37751.474192867274,0.0,0.0,15921.964105811092,12889.22140075252,0.0,6373.417787808699,21944.839170230425,0.0,0.0,21944.839170230425
2025-06-14,38608.369528783944,38608.369528783944,0.0,0.0,15407.65171206265,11972.164859358418,0.0,8979.539926079711,22905.882449495057,0.0,0.0,22905.882449495057
2025-06-15,78050.85943937847,78050.85943937847,0.0,0.0,22204.533462474858,17816.04531451823,0.0,3035.396958088518,49246.42227672948,0.0,0.0,49246.42227672948
