date,plan_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,charge_kwh,discharge_kwh,plan_cost_yuan,adjustment_cost_yuan,ordinary_settlement_cost_yuan,emergency_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
2025-02-21,76458.95768529492,76458.95768529492,0.0,0.0,0.0,13219.114940802472,6526.125109999999,46950.900227112565,0.0,46950.900227112565,0.0,46950.900227112565,6154.0466755,10800.0
2025-02-22,73310.30694135434,73310.30694135434,0.0,0.0,0.0,9254.746284111796,7530.171906797223,46009.38476422454,0.0,46009.38476422454,0.0,46009.38476422454,10800.0,10762.41398148148
2025-02-23,72429.68738200699,72429.68738200699,0.0,0.0,620.8859041527751,18043.82000735597,18905.109975558335,45264.15987816849,0.0,45264.15987816849,3751.880984790044,49016.04086295853,10762.41398148148,5996.174237481481
2025-02-24,74391.91005959875,74391.91005959875,0.0,0.0,309.35567808055634,21573.439745548698,17516.71419941944,45965.54219633336,0.0,45965.54219633336,1888.7272726066449,47854.26946894,5996.174237481481,5949.254231342592
2025-02-25,77016.69331623045,77016.69331623045,0.0,0.0,351.9585938861126,20355.34943645748,16498.466322280558,47049.46482216778,0.0,47049.46482216778,2136.3666336678543,49185.831455835636,5949.254231342592,5937.439477175926
2025-02-26,69943.47163057612,69943.47163057612,0.0,0.0,2999.954589522222,20675.238320298355,16694.117287700006,42408.81575332175,0.0,42408.81575332175,19317.15358165979,61725.96933498154,5937.439477175926,5996.13475688889
2025-02-27,71281.23793070644,71281.23793070644,0.0,0.0,1373.4012062277827,22956.71131519205,18362.863138772216,43440.7831083449,0.0,43440.7831083449,8732.507736626982,52173.29084497188,5996.13475688889,6253.993675259258
2025-02-28,71503.04187874141,71503.04187874141,0.0,0.0,0.0,15042.655529204381,8093.145286388888,43402.48941895184,0.0,43402.48941895184,0.0,43402.48941895184,6253.993675259258,10800.0
2025-03-01,77438.05575972564,77438.05575972564,0.0,0.0,0.0,8062.252918724277,6530.424864166667,49136.84847397785,0.0,49136.84847397785,0.0,49136.84847397785,10800.0,10800.0
2025-03-02,75258.44158233535,75258.44158233535,0.0,0.0,373.0656037611104,18121.302240216046,19028.001425741666,47305.07404636263,0.0,47305.07404636263,2449.094826081673,49754.1688724443,10800.0,5966.948209814815
2025-03-03,82876.42377651234,82876.42377651234,0.0,0.0,994.1855998500066,21821.672627746902,17706.407644316663,51002.8716369572,0.0,51002.8716369572,6600.542342073786,57603.413979030986,5966.948209814815,5932.667303324074
2025-03-04,73377.72866612826,73377.72866612826,0.0,0.0,618.7827022805618,22223.764708412207,18026.22918049722,44882.22237291844,0.0,44882.22237291844,4269.392792800032,49151.615165718475,5932.667303324074,5904.9120070092595
2025-03-05,76801.0400069286,76801.0400069286,0.0,0.0,285.7928461749994,20963.98610978052,16871.05946216389,46871.85100855262,0.0,46871.85100855262,1978.0166450467964,48849.86765359942,5904.9120070092595,6026.877881185185
2025-03-06,71490.88509442387,71490.88509442387,0.0,0.0,274.6547019666662,22359.513982777764,18042.69019303333,43340.58078709283,0.0,43340.58078709283,1816.2557930561304,45156.83658014896,6026.877881185185,6103.006917870369
2025-03-07,76772.33734411179,76772.33734411179,0.0,0.0,0.0,14373.072354629621,7414.894833333333,47157.16678366129,0.0,47157.16678366129,0.0,47157.16678366129,6103.006917870369,10800.0
2025-03-08,65485.53906568929,65485.53906568929,0.0,0.0,0.0,10056.071167352537,8145.417645555554,40415.65528506316,0.0,40415.65528506316,0.0,40415.65528506316,10800.0,10800.0
2025-03-09,69920.01752105281,69920.01752105281,0.0,0.0,252.76685081666727,16093.032648508228,17340.176452516665,43285.64711843894,0.0,43285.64711843894,1756.4480012166543,45042.09511965559,10800.0,6016.866658638889
2025-03-10,71554.83385169752,71554.83385169752,0.0,0.0,1114.2714326500043,22044.634846646095,17974.197999849996,42932.45186814756,0.0,42932.45186814756,6182.049558558367,49114.50142670593,6016.866658638889,5885.706909675926
2025-03-11,62663.243930387514,62663.243930387514,0.0,0.0,5179.280750325005,17572.33495646776,14052.937947730548,38123.33996579529,0.0,38123.33996579529,33698.75776227979,71822.09772807508,5885.706909675926,6086.432873018518
2025-03-12,71736.19652246567,71736.19652246567,0.0,0.0,210.9777558333376,21605.502910246913,17673.453434224997,43412.201745843326,0.0,43412.201745843326,1471.780824693363,44883.98257053669,6086.432873018518,5894.215009768518
2025-03-13,72003.62281037036,72003.62281037036,0.0,0.0,744.6052075750051,21639.357588096707,17336.317391591663,43370.22218897293,0.0,43370.22218897293,5133.062399023236,48503.28458799617,5894.215009768518,6107.0619595092585
2025-03-14,64019.006204266116,64019.006204266116,0.0,0.0,0.0,15221.47442050412,8105.750044166665,38840.29542622218,0.0,38840.29542622218,0.0,38840.29542622218,6107.0619595092585,10800.0
2025-03-15,65899.85795410836,65899.85795410836,0.0,0.0,0.0,9291.432421810701,7535.332678333336,40505.780492725615,0.0,40505.780492725615,0.0,40505.780492725615,10800.0,10789.697314814815
2025-03-16,63435.9870220679,63435.9870220679,0.0,0.0,1.640000000000024,16938.554664036346,18061.58864,39488.30973298071,0.0,39488.30973298071,7.46118000000011,39495.77091298071,10789.697314814815,5965.964690225306
2025-03-17,64566.69631901577,64566.69631901577,0.0,0.0,800.5066827583364,21839.371667908097,17558.907753075,38265.85922664686,0.0,38265.85922664686,5371.396030022158,43637.25525666902,5965.964690225306,6111.501687925926
2025-03-18,73054.35375266803,73054.35375266803,0.0,0.0,0.0,19841.49068037722,16138.969176111112,44292.081363868914,0.0,44292.081363868914,0.0,44292.081363868914,6111.501687925926,6036.655326808644
2025-03-19,59401.221955452675,59401.221955452675,0.0,0.0,3729.396099622226,18341.787779444436,14861.489007877772,36142.0762755528,0.0,36142.0762755528,24134.692538274918,60276.768813827715,6036.655326808644,6031.498763999999
2025-03-20,67858.18641902262,67858.18641902262,0.0,0.0,1303.765382108323,22029.236586183128,17728.588624558342,40919.81702917174,0.0,40919.81702917174,6945.3301624402475,47865.147191611984,6031.498763999999,6159.3798865
2025-03-21,65319.703051649514,65319.703051649514,0.0,0.0,0.0,15834.662821584367,8649.518783333333,39110.91605146959,0.0,39110.91605146959,0.0,39110.91605146959,6159.3798865,10800.0
2025-03-22,63291.65691686111,63291.65691686111,0.0,0.0,0.0,9520.402524108364,7724.1673778611075,39202.71706730605,0.0,39202.71706730605,0.0,39202.71706730605,10800.0,10785.954074074074
2025-03-23,64126.741090034295,64126.741090034295,0.0,0.0,283.70970276389113,15174.761036556927,16587.581083069443,39681.48131676307,0.0,39681.48131676307,1897.5879897784048,41579.069306541474,10785.954074074074,6012.593359120368
2025-03-24,65460.836461327155,65460.836461327155,0.0,0.0,206.3672935361159,21563.574685596708,17615.250127574996,39067.81038084421,0.0,39067.81038084421,1429.1188702371112,40496.929251081325,6012.593359120368,5847.310434407407
2025-03-25,72976.17022304525,72976.17022304525,0.0,0.0,178.48704418333608,20655.646515994515,16661.244650538887,43900.74265748628,0.0,43900.74265748628,1086.8070516074526,44987.54970909373,5847.310434407407,5924.898242648148
2025-03-26,62394.14403896433,62394.14403896433,0.0,0.0,751.9929384861093,21632.831347057603,17514.417140125,37645.70957377073,0.0,37645.70957377073,4009.6573926098968,41655.36696638062,5924.898242648148,5933.982965972224
2025-03-27,66250.73457486625,66250.73457486625,0.0,0.0,249.3421185083396,20973.5621401063,16861.34288510277,39752.259002591556,0.0,39752.259002591556,1455.8107550408436,41208.0697576324,5933.982965972224,6075.363464175926
2025-03-28,63748.242102983524,63748.242102983524,0.0,0.0,0.0,14190.826973960902,7242.396966666667,38561.594495536745,0.0,38561.594495536745,0.0,38561.594495536745,6075.363464175926,10800.0
2025-03-29,53011.72413916665,53011.72413916665,0.0,0.0,0.0,9577.278237654322,7757.5953725,32806.469036450464,0.0,32806.469036450464,0.0,32806.469036450464,10800.0,10800.0
