date,plan_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,charge_kwh,discharge_kwh,plan_cost_yuan,adjustment_cost_yuan,ordinary_settlement_cost_yuan,emergency_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
2025-03-30,59917.53819473251,59917.53819473251,0.0,0.0,113.38078499999975,15977.221457030173,17296.930557777778,36432.923832709195,0.0,36432.923832709195,790.9443561599983,37223.86818886919,10800.0,5960.6875804629635
2025-03-31,56401.695716639224,56401.695716639224,0.0,0.0,4012.0555370609095,17181.365110661867,13823.857972177779,34103.424105788115,0.0,34103.424105788115,27077.85239426537,61181.276500053486,5960.6875804629635,6064.07398875
2025-04-01,69010.00659055212,69010.00659055212,0.0,0.0,565.9070646250051,19755.898992997245,16058.069288152774,40566.955101321095,0.0,40566.955101321095,3813.332911883265,44380.28801320436,6064.07398875,6002.083873388889
2025-04-02,65611.01680095679,65611.01680095679,0.0,0.0,579.2152128333415,21007.294752469134,17055.98151633333,38929.43477486432,0.0,38929.43477486432,4008.053873585607,42937.48864844993,6002.083873388889,5957.558576907407
2025-04-03,66720.50610265773,66720.50610265773,0.0,0.0,161.02684924999778,20113.738201995882,16251.645074083333,40277.69091831429,0.0,40277.69091831429,1078.1328154432347,41355.82373375753,5957.558576907407,6002.5395430555545
2025-04-04,57641.50048466048,57641.50048466048,0.0,0.0,0.0,14847.834235425235,7709.031319444444,34521.396246720775,0.0,34521.396246720775,0.0,34521.396246720775,6002.5395430555545,10800.0
2025-04-05,53225.71281246912,53225.71281246912,0.0,0.0,0.0,9332.05772599452,7558.966758055556,32398.197856614992,0.0,32398.197856614992,0.0,32398.197856614992,10800.0,10800.0
2025-04-06,57782.03986555211,57782.03986555211,0.0,0.0,465.39095569445044,16057.01921835733,17322.257761527773,34689.36674573212,0.0,34689.36674573212,3101.351733658574,37790.71847939069,10800.0,6004.364228157406
2025-04-07,55467.34187010287,55467.34187010287,0.0,0.0,1616.5370576027867,20339.69483621399,16568.381531841664,32835.900909918375,0.0,32835.900909918375,10997.053916844005,43832.954826762376,6004.364228157406,5900.776767592592
2025-04-08,64148.79263104938,64148.79263104938,0.0,0.0,536.1563950000035,20499.68051280178,16644.961766111108,38199.46580752786,0.0,38199.46580752786,3578.6460103579407,41778.111817885794,5900.776767592592,5856.087266768521
2025-04-09,62564.693264125504,62564.693264125504,0.0,0.0,744.9121286638899,21242.60290581276,17179.830366058333,37056.58880458872,0.0,37056.58880458872,5158.90573884263,42215.49454343135,5856.087266768521,5885.729475268519
2025-04-10,60687.33076664951,60687.33076664951,0.0,0.0,267.64155250833414,21572.13251693416,17194.261632491667,36532.97756767666,0.0,36532.97756767666,1653.7505936378016,38186.72816131446,5885.729475268519,6195.913593296296
2025-04-11,50794.043644492456,50794.043644492456,0.0,0.0,0.0,15007.6196082716,8012.494116666666,30594.051698607713,0.0,30594.051698607713,0.0,30594.051698607713,6195.913593296296,10800.0
2025-04-12,60479.732226231135,60479.732226231135,0.0,0.0,0.0,8672.122407407402,7029.607566666667,36661.85612251889,0.0,36661.85612251889,0.0,36661.85612251889,10800.0,10794.235092592593
2025-04-13,52633.88230616254,52633.88230616254,0.0,0.0,765.2064682444545,15205.346105843619,16571.38186536666,32079.850763182483,0.0,32079.850763182483,5148.070577287065,37227.92134046955,10794.235092592593,6066.400070777778
2025-04-14,61515.09769083333,61515.09769083333,0.0,0.0,170.72420249999792,19775.1441570096,16102.27074777778,36805.7015739286,0.0,36805.7015739286,1188.3802376433187,37994.081811571916,6066.400070777778,5972.617870111109
2025-04-15,52857.8652116015,52857.8652116015,0.0,0.0,1827.6170791666696,19903.30722801783,16042.169918611116,31324.954134324435,0.0,31324.954134324435,12358.661528222103,43683.61566254654,5972.617870111109,6060.961132425927
2025-04-16,59268.77307609053,59268.77307609053,0.0,0.0,1192.7823357472248,20109.73590099794,16463.957751475,34511.773286390555,0.0,34511.773286390555,8099.144410360729,42610.91769675128,6060.961132425927,5866.4370527962965
2025-04-17,53126.18704268861,53126.18704268861,0.0,0.0,3524.9526507472247,17290.946651021946,13643.422409252777,32233.27302812445,0.0,32233.27302812445,22616.574065335746,54849.847093460194,5866.4370527962965,6268.930806212965
2025-04-18,53672.78732043895,53672.78732043895,0.0,0.0,0.0,14232.992088432782,7450.761317222221,31912.354986554932,0.0,31912.354986554932,0.0,31912.354986554932,6268.930806212965,10800.0
2025-04-19,53434.20064083333,53434.20064083333,0.0,0.0,0.0,8490.523004115226,6890.82055,31944.208178428446,0.0,31944.208178428446,0.0,31944.208178428446,10800.0,10785.003425925926
2025-04-20,49180.028359509604,49180.028359509604,0.0,0.0,1438.3916430482518,14639.817464951988,16101.317428536113,30260.189681090797,0.0,30260.189681090797,9865.647633889956,40125.83731498075,10785.003425925926,6070.486446009259
2025-04-21,57872.55668067214,57872.55668067214,0.0,0.0,184.2677633333323,19160.485046323724,15638.31068638889,34173.90180881264,0.0,34173.90180881264,1201.0943649733263,35374.99617378596,6070.486446009259,5939.022225046297
2025-04-22,52886.253496615216,52886.253496615216,0.0,0.0,2752.8902122083314,18321.488202448556,14867.395257791672,31145.572373240706,0.0,31145.572373240706,18533.182049511415,49678.75442275212,5939.022225046297,5909.033543037036
2025-04-23,50531.382295037714,50531.382295037714,0.0,0.0,4130.019048227779,16387.01613587106,13172.13505843889,30035.273113178162,0.0,30035.273113178162,27022.57103273229,57057.84414591045,5909.033543037036,6021.642444833332
2025-04-24,51639.28098561042,51639.28098561042,0.0,0.0,590.8559596750006,19768.927198196157,15849.702848380557,30674.580414114123,0.0,30674.580414114123,4019.791307934255,34694.37172204838,6021.642444833332,6202.895980564814
2025-04-25,50286.28756772977,50286.28756772977,0.0,0.0,0.0,14010.395124475312,7211.0264333333325,30510.40329065621,0.0,30510.40329065621,0.0,30510.40329065621,6202.895980564814,10800.0
2025-04-26,45153.26262666666,45153.26262666666,0.0,0.0,0.0,11204.431578532236,9075.58957861111,28155.30387201244,0.0,28155.30387201244,0.0,28155.30387201244,10800.0,10800.0
2025-04-27,45688.28315166666,45688.28315166666,0.0,0.0,2208.508582022225,16237.38518433128,17465.717594366673,28216.459265754493,0.0,28216.459265754493,13612.20926005533,41828.66852580982,10800.0,6007.293783268518
2025-04-28,60674.42911810699,60674.42911810699,0.0,0.0,429.9622903999976,20237.756202551434,16362.881999600004,35414.610272100756,0.0,35414.610272100756,2827.364651410383,38241.97492351114,6007.293783268518,6040.29436600926
2025-04-29,50831.85844842249,50831.85844842249,0.0,0.0,1495.4973775000062,18225.44630026749,14676.189646666666,30376.227322746206,0.0,30376.227322746206,10253.872523016707,40630.09984576292,6040.29436600926,6136.318651064817
2025-04-30,48625.59170832303,48625.59170832303,0.0,0.0,2497.5176823111105,15871.474849434151,13044.250562133335,29508.57772172332,0.0,29508.57772172332,15354.387287316997,44862.965009040316,6136.318651064817,5927.034279851851
2025-05-01,51153.89016889575,51153.89016889575,0.0,0.0,3669.5367305944465,18805.66572949246,15710.953861905557,30781.551072971364,0.0,30781.551072971364,22544.213115040377,53325.764188011744,5927.034279851851,5395.518034277778
2025-05-02,62923.4359241358,62923.4359241358,0.0,0.0,0.0,15545.491785432096,7828.288666666667,36899.054642881776,0.0,36899.054642881776,0.0,36899.054642881776,5395.518034277778,10688.362122648146
2025-05-03,52836.9229141549,52836.9229141549,0.0,0.0,0.0,9136.696119547329,7745.911566666667,31914.690746284417,0.0,31914.690746284417,0.0,31914.690746284417,10688.362122648146,10304.820222833336
2025-05-04,50169.982212451985,50169.982212451985,0.0,0.0,2034.915353333335,13295.589386111098,15162.416962500003,30440.15452162997,0.0,30440.15452162997,12913.748544126262,43353.90306575623,10304.820222833336,5423.720712000001
2025-05-05,57093.63335416665,57093.63335416665,0.0,0.0,1902.7025488499985,20256.09148916666,16395.308901149998,34172.709729935406,0.0,34172.709729935406,12310.454123710824,46483.16385364623,5423.720712000001,5437.193162083333
2025-05-06,50193.8638642284,50193.8638642284,0.0,0.0,5859.841616466668,17365.73055756173,14197.876013533336,30051.08204756568,0.0,30051.08204756568,35370.28471302934,65421.36676059502,5437.193162083333,5290.932871074075
2025-05-07,53454.50335650206,53454.50335650206,0.0,0.0,5040.5700544542215,17222.202705997945,13801.689036708334,32398.27511700551,0.0,32398.27511700551,32023.791427936067,64422.066544941576,5290.932871074075,5455.705265685186
2025-05-08,58908.948327088474,58908.948327088474,0.0,0.0,2481.540088655558,19541.50108177297,15491.805071344446,34228.58190254342,0.0,34228.58190254342,16342.67056492974,50571.252467473154,5455.705265685186,5829.939493342593
2025-05-09,62165.403248837436,62165.403248837436,0.0,0.0,0.0,14494.031050264057,7267.1106947222215,36601.42157716572,0.0,36601.42157716572,0.0,36601.42157716572,5829.939493342593,10800.0
2025-05-10,55285.065391975295,55285.065391975295,0.0,0.0,0.0,8628.584317901234,6989.153297500001,33197.508301643305,0.0,33197.508301643305,0.0,33197.508301643305,10800.0,10800.0
2025-05-11,51410.07316777551,51410.07316777551,0.0,0.0,2199.4885953611133,13553.55696356996,15549.666139600002,31232.613426166114,0.0,31232.613426166114,14929.155388497911,46161.76881466403,10800.0,5720.794445435186
2025-05-12,49744.80555287036,49744.80555287036,0.0,0.0,5232.867384625004,14067.069956759256,11062.606755375,30463.43838057816,0.0,30463.43838057816,34701.85170204844,65165.290082626605,5720.794445435186,6089.372122768518
2025-05-13,59632.52780946501,59632.52780946501,0.0,0.0,1421.0107727055613,18753.44150780178,15194.237636461112,35001.588487822184,0.0,35001.588487822184,9646.607026101063,44648.195513923245,6089.372122768518,6084.983217055556
2025-05-14,57082.933685634416,57082.933685634416,0.0,0.0,59.46275361111532,19091.082459873112,15672.855978888885,34857.27558092889,0.0,34857.27558092889,330.3776795328062,35187.653260461695,6084.983217055556,5852.673009953704
2025-05-15,55952.475424948556,55952.475424948556,0.0,0.0,746.3745315777776,18688.465301892997,14847.885172033335,34981.7833288425,0.0,34981.7833288425,4678.143042376164,39659.926371218666,5852.673009953704,6174.64159050926
2025-05-16,51949.77898731482,51949.77898731482,0.0,0.0,0.0,13474.68586651234,6751.672983333334,32552.41175136485,0.0,32552.41175136485,0.0,32552.41175136485,6174.64159050926,10800.0
2025-05-17,55538.27369837106,55538.27369837106,0.0,0.0,0.0,8628.46775720165,7005.42905,34351.70670667968,0.0,34351.70670667968,0.0,34351.70670667968,10800.0,10781.810925925925
