date,slot,time_interval,day_type,load_forecast_kw,pv_forecast_kw,pv_mean3_forecast_kw,net_forecast_kw,reserve_requirement_kw
2025-04-06,62,10:20-10:30,holiday,6235.1396484375,7609.864652347518,7591.962500000001,-1374.7250039100181,378.95398073921496
2025-04-06,63,10:30-10:40,holiday,6205.486328125,7677.927117691295,7503.5668,-1472.4407895662953,514.0998436248942
2025-04-06,64,10:40-10:50,holiday,6206.4248046875,7832.128014647869,7568.716533333333,-1625.7032099603693,757.7511998950943
2025-04-06,65,10:50-11:00,holiday,6189.2978515625,8039.458398198043,7861.712500000001,-1850.1605466355431,899.4663729151986
2025-04-06,66,11:00-11:10,holiday,6127.26806640625,8128.1583905767475,8031.529066666667,-2000.8903241704975,630.7606900751965
2025-04-06,67,11:10-11:20,holiday,6138.61669921875,8253.272350157353,8186.3847,-2114.655650938603,530.6546531078928
2025-04-06,68,11:20-11:30,holiday,6212.38671875,8413.640556280156,8381.15,-2201.2538375301556,567.3497227369068
2025-04-06,69,11:30-11:40,holiday,6174.5546875,8463.157167300262,8507.195333333335,-2288.602479800262,581.8639959306823
2025-04-06,70,11:40-11:50,holiday,6032.97607421875,8488.198770184139,8505.719733333333,-2455.222695965389,563.085453392931
2025-04-06,71,11:50-12:00,holiday,6048.009765625,8537.571534013261,8499.887499999999,-2489.561768388261,389.8267285932252
2025-04-06,72,12:00-12:10,holiday,5698.8134765625,8583.898744461745,8678.462399999999,-2885.085267899245,636.3930875624579
2025-04-06,73,12:10-12:20,holiday,5900.927734375,8614.67007202325,8828.4388,-2713.7423376482493,535.3562419162049
2025-04-06,74,12:20-12:30,holiday,5906.02001953125,8612.693658868895,8775.800000000001,-2706.673639337645,564.1866743977669
2025-04-06,75,12:30-12:40,holiday,5546.103515625,8531.278075188478,8568.625699999999,-2985.1745595634784,621.1719964432474
2025-04-06,76,12:40-12:50,holiday,6082.00439453125,8443.946782649902,8556.6088,-2361.942388118652,630.3700987993836
2025-04-06,77,12:50-13:00,holiday,6154.36865234375,8385.150048938774,8670.0625,-2230.7813965950245,692.0779986530714
2025-04-06,78,13:00-13:10,holiday,6108.904296875,8283.51648500466,8493.727133333334,-2174.6121881296604,468.79429695138407
2025-04-06,79,13:10-13:20,holiday,6120.7431640625,8121.014893048074,8195.318166666668,-2000.2717289855736,565.2033921986555
2025-04-06,80,13:20-13:30,holiday,6121.974609375,7925.520293256578,7919.5250000000015,-1803.545683881578,653.1543568343498
2025-04-06,81,13:30-13:40,holiday,6130.4287109375,7752.124358650187,7642.387866666667,-1621.6956477126869,697.5601920584231
2025-04-06,82,13:40-13:50,holiday,6113.072265625,7539.837887465028,7364.480200000001,-1426.765621840028,397.63822056852246
2025-04-06,83,13:50-14:00,holiday,6110.0146484375,7288.503604425674,7148.375,-1178.488955988174,391.64803494787816
2025-04-06,84,14:00-14:10,holiday,6114.27099609375,7080.713590495368,7049.180266666666,-966.4425944016184,227.98317667482533
2025-04-06,85,14:10-14:20,holiday,6106.91650390625,6896.392928297364,6883.9552,-789.476424391114,264.51870367873704
2025-04-06,86,14:20-14:30,holiday,6112.38134765625,6671.031831072409,6582.9875,-558.6504834161587,294.1838850669191
2025-04-06,87,14:30-14:40,holiday,6087.603515625,6359.032004212724,6252.5292,-271.42848858772413,405.9404759840495
2025-04-06,88,14:40-14:50,holiday,6086.29541015625,6050.264058467008,6001.748499999999,36.031351689242,396.12569384268886
2025-04-06,89,14:50-15:00,holiday,6058.2890625,5773.660849410884,5765.6125,284.6282130891159,230.9913146138539
2025-04-06,90,15:00-15:10,holiday,6059.59716796875,5473.606989751794,5386.8382,585.9901782169563,179.54062565098357
2025-04-06,91,15:10-15:20,holiday,6080.42333984375,5186.516754145179,5024.074666666667,893.9065856985708,192.3965137751169
2025-04-06,92,15:20-15:30,holiday,6087.52880859375,4915.152417728336,4753.7625,1172.3763908654137,274.9452195493486
2025-04-06,93,15:30-15:40,holiday,6094.02099609375,4636.609375375065,4496.7488,1457.4116207186853,287.53754012223015
2025-04-06,94,15:40-15:50,holiday,6095.2666015625,4313.624930256097,4205.735366666667,1781.6416713064027,265.63794096635803
2025-04-06,95,15:50-16:00,holiday,6123.69873046875,3965.5360594397016,3885.4,2158.1626710290484,199.35527871332482
2025-04-06,96,16:00-16:10,holiday,6108.40087890625,3634.729507534699,3567.3706333333334,2473.671371371551,211.27861841583757
2025-04-06,97,16:10-16:20,holiday,5927.58349609375,3306.0853573475997,3225.5350999999996,2621.4981387461503,160.34340788806566
2025-04-06,98,16:20-16:30,holiday,6088.20166015625,2980.957387092465,2894.8874999999994,3107.244273063785,170.84382312277378
2025-04-06,99,16:30-16:40,holiday,6061.12841796875,2675.7438169875245,2640.0065,3385.3846009812255,114.87631086904533
2025-04-06,100,16:40-16:50,holiday,5886.3671875,2349.4334687849723,2346.227166666666,3536.9337187150277,117.41726594877238
2025-04-06,101,16:50-17:00,holiday,6021.3701171875,2008.0319340549202,1999.6875,4013.3381831325796,77.69189149061768
