date,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,41811.4102645282,41811.4102645282,0.0,0.0,20655.80276057711,16413.895988903398,0.0,3191.327559521152,17478.96465380951,0.0,0.0,17478.96465380951
2025-02-02,87605.07816178416,87605.07816178416,0.0,0.0,22836.724057695752,18612.881448600754,0.0,5024.9576026891555,61056.55621418078,0.0,0.0,61056.55621418078
2025-02-03,86910.1874799462,86910.1874799462,0.0,0.0,22706.021167960695,18375.52900964966,0.0,2362.778821635156,61639.96373768523,0.0,0.0,61639.96373768523
2025-02-04,86442.36013326413,86442.36013326413,0.0,0.0,23226.129663006173,19033.84565611775,643.1919832236864,1698.404159599398,61229.39002754486,0.0,4212.907490115146,65442.29751766001
2025-02-05,86492.81765912623,86492.81765912623,0.0,0.0,24926.54308412225,19881.567829991243,48.934869980086845,748.3502916419753,60798.8107055962,0.0,220.47605669528127,61019.28676229148
2025-02-06,86217.08866050807,86217.08866050807,0.0,0.0,23769.662519355952,19432.78396859429,28.49742925806345,1637.6503223378165,60743.6127070566,0.0,204.47409584865923,60948.08680290526
2025-02-07,41237.584106460534,41237.584106460534,0.0,0.0,19863.888385225157,15983.837367499877,0.0,5551.853422068592,17278.12969857918,0.0,0.0,17278.12969857918
2025-02-08,39056.84658173094,39056.84658173094,0.0,0.0,19933.821527086926,16101.336958353935,0.0,3647.1992963312846,16199.103291416108,0.0,0.0,16199.103291416108
2025-02-09,84220.69916959641,84220.69916959641,0.0,0.0,22077.73909514213,18343.531085046136,97.41059292965012,1028.4857857633997,59602.8627901902,0.0,502.2306919023776,60105.093482092576
2025-02-10,84536.1631755922,84536.1631755922,0.0,0.0,21610.98279566958,17207.504056321788,0.0,5806.04685291108,57138.4274688715,0.0,0.0,57138.4274688715
2025-02-11,82696.69155846942,82696.69155846942,0.0,0.0,22207.056354703975,18111.119925588864,10.23413902864986,3390.3921350496253,56460.352279228006,0.0,47.82925122141196,56508.181530449416
2025-02-12,82858.92256807916,82858.92256807916,0.0,0.0,23263.47587221934,18802.053205780867,111.60588269217783,3242.3696509995357,56114.46258865434,0.0,717.5700227693574,56832.0326114237
2025-02-13,81984.66745545996,81984.66745545996,0.0,0.0,20364.00993878365,16438.724861033246,0.0,6729.903361042901,54963.889770119946,0.0,0.0,54963.889770119946
2025-02-14,37713.37766054511,37713.37766054511,0.0,0.0,19147.047643889036,15418.980819865808,0.0,4183.509019855218,15603.73831961758,0.0,0.0,15603.73831961758
2025-02-15,37118.97762902063,37118.97762902063,0.0,0.0,19506.062670217925,16065.805606093723,0.0,4398.62946489643,15861.427785809099,0.0,0.0,15861.427785809099
2025-02-16,79040.60726856747,79040.60726856747,0.0,0.0,21292.91000090382,17364.270687800767,618.7564361154903,353.3452915799194,54212.81476521162,0.0,3955.6528053900133,58168.467570601635
2025-02-17,79503.48497276386,79503.48497276386,0.0,0.0,20281.60226610562,16259.867947400651,0.0,4297.88748739223,53718.32257648855,0.0,0.0,53718.32257648855
2025-02-18,77930.56695221715,77930.56695221715,0.0,0.0,22823.790458327265,18444.044733183095,75.65352168582422,1535.0869654254736,51538.36184481778,0.0,500.5993529950988,52038.96119781288
2025-02-19,78600.08364764294,78600.08364764294,0.0,0.0,23003.153207575077,18778.224748619406,38.76628577216759,1534.5940911261132,52129.875967640946,0.0,191.46151280249302,52321.33748044344
2025-02-20,77423.67918850838,77423.67918850838,0.0,0.0,22385.799728959966,18026.42870686708,20.62269622986412,2091.797129312029,51712.28314798393,0.0,96.3559805206022,51808.63912850453
2025-02-21,36006.71788959848,36006.71788959848,0.0,0.0,20710.45977257063,16568.706876396915,0.0,6304.70296009144,15062.394113384164,0.0,0.0,15062.394113384164
2025-02-22,35851.09878103333,35851.09878103333,0.0,0.0,19152.578542791838,15704.60541384423,0.0,4558.362768752389,15250.50169492065,0.0,0.0,15250.50169492065
2025-02-23,76674.88206005227,76674.88206005227,0.0,0.0,21188.402032913833,17344.962451657582,36.61573742834537,1336.204532891032,51169.77631431323,0.0,139.98196418856432,51309.758278501795
2025-02-24,75462.26825216955,75462.26825216955,0.0,0.0,21552.382692182196,17319.168432773695,317.6302711559677,3343.650647250363,49470.31785148653,0.0,2004.822409384312,51475.14026087084
