variant,date,issue_datetime,issue_hour,first_target_end,last_target_end,soc_measured_kwh,planned_terminal_kwh,milp_gap,price_mode,radius_scale,nominal_horizon_proxy_cost_yuan,box_worst_horizon_proxy_cost_yuan,q2_pv_history_only,load_history_through_date
4-3,2025-03-26,2025-03-26 12:00:00,12,2025-03-26 12:10:00,2025-03-27 12:00:00,7838.239774259067,6000.0,0.0,forecast,1.0,41739.88359443209,46074.27186278942,False,2025-03-25
4-3,2025-03-26,2025-03-26 18:00:00,18,2025-03-26 18:10:00,2025-03-27 18:00:00,10002.5625,6000.0,0.0,forecast,1.0,39455.32749589678,43897.35484704366,False,2025-03-25
4-3,2025-03-27,2025-03-27 00:00:00,0,2025-03-27 00:10:00,2025-03-28 00:00:00,6446.256839106964,6000.0,0.0,forecast,1.0,42482.75081649722,46993.75375786115,False,2025-03-26
4-3,2025-03-27,2025-03-27 06:00:00,6,2025-03-27 06:10:00,2025-03-28 06:00:00,9936.467670710745,6000.0,0.0,forecast,1.0,40581.401989918966,45002.06642338609,False,2025-03-26
4-3,2025-03-27,2025-03-27 12:00:00,12,2025-03-27 12:10:00,2025-03-28 12:00:00,10173.101273836372,6000.0,0.0,forecast,1.0,37761.82094837192,42110.24131286742,False,2025-03-26
4-3,2025-03-27,2025-03-27 18:00:00,18,2025-03-27 18:10:00,2025-03-28 18:00:00,10800.0,6000.0,0.0,forecast,1.0,32698.304444724534,37441.24458416857,False,2025-03-26
4-3,2025-03-28,2025-03-28 00:00:00,0,2025-03-28 00:10:00,2025-03-29 00:00:00,6216.92075781091,6000.0,0.0,forecast,1.0,11965.651545616434,13746.328321689665,False,2025-03-27
4-3,2025-03-28,2025-03-28 06:00:00,6,2025-03-28 06:10:00,2025-03-29 06:00:00,5644.270513322386,6000.0,2.76998895798204e-16,forecast,1.0,12525.2317204075,14404.858889982426,False,2025-03-27
4-3,2025-03-28,2025-03-28 12:00:00,12,2025-03-28 12:10:00,2025-03-29 12:00:00,10800.0,6000.0,0.0,forecast,1.0,12238.566019438302,14055.619195912728,False,2025-03-27
4-3,2025-03-28,2025-03-28 18:00:00,18,2025-03-28 18:10:00,2025-03-29 18:00:00,10036.474269241899,6000.0,2.88725151053119e-16,forecast,1.0,10660.86268000483,12391.281912051541,False,2025-03-27
4-3,2025-03-29,2025-03-29 00:00:00,0,2025-03-29 00:10:00,2025-03-30 00:00:00,6497.151342952547,6000.0,0.0,forecast,1.0,11784.600540039486,13484.816551590193,False,2025-03-28
4-3,2025-03-29,2025-03-29 06:00:00,6,2025-03-29 06:10:00,2025-03-30 06:00:00,4952.573388242137,6000.0,0.0,forecast,1.0,14872.385487691867,16822.685245541634,False,2025-03-28
4-3,2025-03-29,2025-03-29 12:00:00,12,2025-03-29 12:10:00,2025-03-30 12:00:00,10800.0,6000.0,0.0,forecast,1.0,13656.06970588123,15436.278524667272,False,2025-03-28
4-3,2025-03-29,2025-03-29 18:00:00,18,2025-03-29 18:10:00,2025-03-30 18:00:00,10147.40777944155,6000.0,2.4901738625313915e-16,forecast,1.0,12060.56355586028,13736.834055737623,False,2025-03-28
4-3,2025-03-30,2025-03-30 00:00:00,0,2025-03-30 00:10:00,2025-03-31 00:00:00,6603.864072476275,6000.0,0.0,forecast,1.0,40209.38767808584,44650.2478536827,False,2025-03-29
4-3,2025-03-30,2025-03-30 06:00:00,6,2025-03-30 06:10:00,2025-03-31 06:00:00,9954.277314814815,6000.0,0.0,forecast,1.0,38611.27096150746,42876.49423367573,False,2025-03-29
4-3,2025-03-30,2025-03-30 12:00:00,12,2025-03-30 12:10:00,2025-03-31 12:00:00,8552.394489359569,6000.0,8.078362397660973e-16,forecast,1.0,49410.94195501521,55010.299095250186,False,2025-03-29
4-3,2025-03-30,2025-03-30 18:00:00,18,2025-03-30 18:10:00,2025-03-31 18:00:00,10080.705092592592,6000.0,0.0,forecast,1.0,39212.69806025637,43889.01590652351,False,2025-03-29
4-3,2025-03-31,2025-03-31 00:00:00,0,2025-03-31 00:10:00,2025-04-01 00:00:00,6463.655921159723,6000.0,0.0,forecast,1.0,35742.960214244515,39355.56763598106,False,2025-03-30
4-3,2025-03-31,2025-03-31 06:00:00,6,2025-03-31 06:10:00,2025-04-01 06:00:00,9861.440790692515,6000.0,0.0,forecast,1.0,42415.893508065616,47202.5368659829,False,2025-03-30
4-3,2025-03-31,2025-03-31 12:00:00,12,2025-03-31 12:10:00,2025-04-01 12:00:00,9030.3430623858,6000.0,0.0,forecast,1.0,37508.9171332384,41386.9499324481,False,2025-03-30
4-3,2025-03-31,2025-03-31 18:00:00,18,2025-03-31 18:10:00,2025-04-01 18:00:00,9968.953795912139,6000.0,0.0,forecast,1.0,35766.4564252909,39971.35651092848,False,2025-03-30
4-3,2025-04-01,2025-04-01 00:00:00,0,2025-04-01 00:10:00,2025-04-02 00:00:00,6617.709066427085,6000.0,0.0,forecast,1.0,43270.424392104134,48179.35901276301,False,2025-03-31
4-3,2025-04-01,2025-04-01 06:00:00,6,2025-04-01 06:10:00,2025-04-02 06:00:00,9708.092325642692,6000.0,0.0,forecast,1.0,44311.620910002486,49306.76411378152,False,2025-03-31
4-3,2025-04-01,2025-04-01 12:00:00,12,2025-04-01 12:10:00,2025-04-02 12:00:00,10800.0,6000.0,0.0,forecast,1.0,42162.73099163292,46676.311803365454,False,2025-03-31
4-3,2025-04-01,2025-04-01 18:00:00,18,2025-04-01 18:10:00,2025-04-02 18:00:00,10000.068930979938,6000.0,0.0,forecast,1.0,53977.143939181755,60559.83536979691,False,2025-03-31
4-3,2025-04-02,2025-04-02 00:00:00,0,2025-04-02 00:10:00,2025-04-03 00:00:00,6324.266349794705,6000.0,0.0,forecast,1.0,40941.4406869293,45382.28605642166,False,2025-04-01
4-3,2025-04-02,2025-04-02 06:00:00,6,2025-04-02 06:10:00,2025-04-03 06:00:00,9873.31145751486,6000.0,0.0,forecast,1.0,41753.99621075395,46222.191343181505,False,2025-04-01
4-3,2025-04-02,2025-04-02 12:00:00,12,2025-04-02 12:10:00,2025-04-03 12:00:00,8937.45944670241,6000.0,0.0,forecast,1.0,39390.99979111385,43514.24097001821,False,2025-04-01
4-3,2025-04-02,2025-04-02 18:00:00,18,2025-04-02 18:10:00,2025-04-03 18:00:00,10027.57824074074,6000.0,0.0,forecast,1.0,37433.406642585054,41527.21663617421,False,2025-04-01
4-3,2025-04-03,2025-04-03 00:00:00,0,2025-04-03 00:10:00,2025-04-04 00:00:00,6309.41046965625,6000.0,0.0,forecast,1.0,42707.96376325456,47336.807781392374,False,2025-04-02
4-3,2025-04-03,2025-04-03 06:00:00,6,2025-04-03 06:10:00,2025-04-04 06:00:00,9933.8375,6000.0,0.0,forecast,1.0,39171.74617625508,43622.550652591126,False,2025-04-02
4-3,2025-04-03,2025-04-03 12:00:00,12,2025-04-03 12:10:00,2025-04-04 12:00:00,10698.34245766083,6000.0,0.0,forecast,1.0,38513.52707782704,43167.99190049228,False,2025-04-02
4-3,2025-04-03,2025-04-03 18:00:00,18,2025-04-03 18:10:00,2025-04-04 18:00:00,10057.001851851852,6000.0,0.0,forecast,1.0,28443.425479844118,32204.688935694154,False,2025-04-02
4-3,2025-04-04,2025-04-04 00:00:00,0,2025-04-04 00:10:00,2025-04-05 00:00:00,6316.039838979171,6000.0,0.0,forecast,1.0,11365.840657646815,13065.63608347515,False,2025-04-03
4-3,2025-04-04,2025-04-04 06:00:00,6,2025-04-04 06:10:00,2025-04-05 06:00:00,4680.3251423103775,6000.0,0.0,forecast,1.0,12193.578588771934,14024.575474521276,False,2025-04-03
4-3,2025-04-04,2025-04-04 12:00:00,12,2025-04-04 12:10:00,2025-04-05 12:00:00,10800.0,6000.0,0.0,forecast,1.0,13063.823696446329,15551.553032061205,False,2025-04-03
4-3,2025-04-04,2025-04-04 18:00:00,18,2025-04-04 18:10:00,2025-04-05 18:00:00,10066.51118161169,6000.0,0.0,forecast,1.0,11154.57908210007,13336.835874774795,False,2025-04-03
4-3,2025-04-05,2025-04-05 00:00:00,0,2025-04-05 00:10:00,2025-04-06 00:00:00,6630.601916182004,6000.0,0.0,forecast,1.0,10411.17125097719,11935.891759964728,False,2025-04-04
4-3,2025-04-05,2025-04-05 06:00:00,6,2025-04-05 06:10:00,2025-04-06 06:00:00,3211.1306730604274,6000.0,0.0,forecast,1.0,13434.941702724536,15212.156523085385,False,2025-04-04
4-3,2025-04-05,2025-04-05 12:00:00,12,2025-04-05 12:10:00,2025-04-06 12:00:00,10800.0,6000.0,2.420011043114988e-16,forecast,1.0,19088.9843665933,22034.045948786214,False,2025-04-04
4-3,2025-04-05,2025-04-05 18:00:00,18,2025-04-05 18:10:00,2025-04-06 18:00:00,9796.506755411121,6000.0,0.0,forecast,1.0,11655.744674624355,13184.71463229437,False,2025-04-04
4-3,2025-04-06,2025-04-06 00:00:00,0,2025-04-06 00:10:00,2025-04-07 00:00:00,6063.069364521556,6000.0,0.0,forecast,1.0,36958.984810795984,41149.58313536296,False,2025-04-05
4-3,2025-04-06,2025-04-06 06:00:00,6,2025-04-06 06:10:00,2025-04-07 06:00:00,9799.415272489587,6000.0,0.0,forecast,1.0,35786.77367893833,39812.67579164576,False,2025-04-05
4-3,2025-04-06,2025-04-06 12:00:00,12,2025-04-06 12:10:00,2025-04-07 12:00:00,7809.857634656784,6000.0,4.733988107755938e-16,forecast,1.0,37369.35291969436,41425.845976360455,False,2025-04-05
4-3,2025-04-06,2025-04-06 18:00:00,18,2025-04-06 18:10:00,2025-04-07 18:00:00,10082.496759259258,6000.0,0.0,forecast,1.0,32730.474907072734,36206.990732232756,False,2025-04-05
4-3,2025-04-07,2025-04-07 00:00:00,0,2025-04-07 00:10:00,2025-04-08 00:00:00,6108.532656234375,6000.0,0.0,forecast,1.0,34992.774051419765,38603.48137764011,False,2025-04-06
4-3,2025-04-07,2025-04-07 06:00:00,6,2025-04-07 06:10:00,2025-04-08 06:00:00,10000.452314814815,6000.0,0.0,forecast,1.0,37253.502511122504,41066.06068044696,False,2025-04-06
4-3,2025-04-07,2025-04-07 12:00:00,12,2025-04-07 12:10:00,2025-04-08 12:00:00,9059.754510623749,6000.0,0.0,forecast,1.0,45329.43931063393,50348.851714422315,False,2025-04-06
4-3,2025-04-07,2025-04-07 18:00:00,18,2025-04-07 18:10:00,2025-04-08 18:00:00,10800.0,6000.0,0.0,forecast,1.0,36650.831085771046,40679.6299318169,False,2025-04-06
4-3,2025-04-08,2025-04-08 00:00:00,0,2025-04-08 00:10:00,2025-04-09 00:00:00,6526.0782387780655,6000.0,0.0,forecast,1.0,41393.80525619884,45745.28394654428,False,2025-04-07
4-3,2025-04-08,2025-04-08 06:00:00,6,2025-04-08 06:10:00,2025-04-09 06:00:00,9956.61199395737,6000.0,0.0,forecast,1.0,40473.57399818004,44640.686973127034,False,2025-04-07
4-3,2025-04-08,2025-04-08 12:00:00,12,2025-04-08 12:10:00,2025-04-09 12:00:00,9081.992252706408,6000.0,0.0,forecast,1.0,44400.37717039488,49143.56786060995,False,2025-04-07
4-3,2025-04-08,2025-04-08 18:00:00,18,2025-04-08 18:10:00,2025-04-09 18:00:00,10046.581944444444,6000.0,0.0,forecast,1.0,40957.31723443654,45648.66563762952,False,2025-04-07
4-3,2025-04-09,2025-04-09 00:00:00,0,2025-04-09 00:10:00,2025-04-10 00:00:00,6222.23551124132,6000.0,0.0,forecast,1.0,39424.69917447942,43624.689154939086,False,2025-04-08
4-3,2025-04-09,2025-04-09 06:00:00,6,2025-04-09 06:10:00,2025-04-10 06:00:00,9995.302777777777,6000.0,0.0,forecast,1.0,39595.084591451625,44001.18824034278,False,2025-04-08
4-3,2025-04-09,2025-04-09 12:00:00,12,2025-04-09 12:10:00,2025-04-10 12:00:00,7709.884764289787,6000.0,4.757690774806342e-16,forecast,1.0,53073.16339256853,58977.84002932616,False,2025-04-08
4-3,2025-04-09,2025-04-09 18:00:00,18,2025-04-09 18:10:00,2025-04-10 18:00:00,10310.39447986111,6000.0,2.624300389227513e-16,forecast,1.0,39577.100686838094,43814.099651523975,False,2025-04-08
4-3,2025-04-10,2025-04-10 00:00:00,0,2025-04-10 00:10:00,2025-04-11 00:00:00,6458.297091721401,6000.0,0.0,forecast,1.0,39029.09954078303,43006.65489413135,False,2025-04-09
4-3,2025-04-10,2025-04-10 06:00:00,6,2025-04-10 06:10:00,2025-04-11 06:00:00,9969.763425925927,6000.0,0.0,forecast,1.0,36360.711110198914,40431.32420682976,False,2025-04-09
4-3,2025-04-10,2025-04-10 12:00:00,12,2025-04-10 12:10:00,2025-04-11 12:00:00,8025.320465215662,6000.0,0.0,forecast,1.0,39411.47177240797,44175.75583004258,False,2025-04-09
4-3,2025-04-10,2025-04-10 18:00:00,18,2025-04-10 18:10:00,2025-04-11 18:00:00,10060.29675925926,6000.0,0.0,forecast,1.0,27833.11416354273,31262.519683609506,False,2025-04-09
4-3,2025-04-11,2025-04-11 00:00:00,0,2025-04-11 00:10:00,2025-04-12 00:00:00,6450.030207973622,6000.0,0.0,forecast,1.0,10502.028318716726,12021.913368128553,False,2025-04-10
4-3,2025-04-11,2025-04-11 06:00:00,6,2025-04-11 06:10:00,2025-04-12 06:00:00,3461.3590929196075,6000.0,0.0,forecast,1.0,12247.197830713318,13989.083123794742,False,2025-04-10
4-3,2025-04-11,2025-04-11 12:00:00,12,2025-04-11 12:10:00,2025-04-12 12:00:00,10800.0,6000.0,3.154081462466762e-16,forecast,1.0,11072.944963012622,12657.319805834017,False,2025-04-10
4-3,2025-04-11,2025-04-11 18:00:00,18,2025-04-11 18:10:00,2025-04-12 18:00:00,9859.047674878468,6000.0,2.7940514390075726e-16,forecast,1.0,10952.048719087175,12582.853905516047,False,2025-04-10
4-3,2025-04-12,2025-04-12 00:00:00,0,2025-04-12 00:10:00,2025-04-13 00:00:00,6387.770533666953,6000.0,0.0,forecast,1.0,11589.164230386818,13220.131353196273,False,2025-04-11
4-3,2025-04-12,2025-04-12 06:00:00,6,2025-04-12 06:10:00,2025-04-13 06:00:00,4060.883518075378,6000.0,0.0,forecast,1.0,14363.11583738236,16228.406577894175,False,2025-04-11
4-3,2025-04-12,2025-04-12 12:00:00,12,2025-04-12 12:10:00,2025-04-13 12:00:00,10800.0,6000.0,5.05265980366805e-16,forecast,1.0,13437.037417120428,15169.03723014034,False,2025-04-11
4-3,2025-04-12,2025-04-12 18:00:00,18,2025-04-12 18:10:00,2025-04-13 18:00:00,10318.225655623071,6000.0,0.0,forecast,1.0,13885.832647444371,15686.174890205975,False,2025-04-11
4-3,2025-04-13,2025-04-13 00:00:00,0,2025-04-13 00:10:00,2025-04-14 00:00:00,6598.000205034721,6000.0,0.0,forecast,1.0,36340.575129715566,40154.52049727113,False,2025-04-12
4-3,2025-04-13,2025-04-13 06:00:00,6,2025-04-13 06:10:00,2025-04-14 06:00:00,9941.12342898341,6000.0,0.0,forecast,1.0,34687.966495588276,38290.373962946076,False,2025-04-12
4-3,2025-04-13,2025-04-13 12:00:00,12,2025-04-13 12:10:00,2025-04-14 12:00:00,7625.07723500429,6000.0,0.0,forecast,1.0,42787.98305623023,47572.99556251308,False,2025-04-12
4-3,2025-04-13,2025-04-13 18:00:00,18,2025-04-13 18:10:00,2025-04-14 18:00:00,10800.0,6000.0,0.0,forecast,1.0,35975.029254389156,40059.70737683171,False,2025-04-12
4-3,2025-04-14,2025-04-14 00:00:00,0,2025-04-14 00:10:00,2025-04-15 00:00:00,6449.133862045138,6000.0,0.0,forecast,1.0,38976.79344072375,43030.33422484575,False,2025-04-13
4-3,2025-04-14,2025-04-14 06:00:00,6,2025-04-14 06:10:00,2025-04-15 06:00:00,9915.487237081648,6000.0,0.0,forecast,1.0,37631.14041992348,41504.941709563296,False,2025-04-13
4-3,2025-04-14,2025-04-14 12:00:00,12,2025-04-14 12:10:00,2025-04-15 12:00:00,9706.528699860773,6000.0,5.239039132359215e-16,forecast,1.0,37799.65553016639,41534.27867300887,False,2025-04-13
4-3,2025-04-14,2025-04-14 18:00:00,18,2025-04-14 18:10:00,2025-04-15 18:00:00,10800.0,6000.0,0.0,forecast,1.0,34045.85956324921,37537.15486345691,False,2025-04-13
4-3,2025-04-15,2025-04-15 00:00:00,0,2025-04-15 00:10:00,2025-04-16 00:00:00,6243.617959466915,6000.0,0.0,forecast,1.0,33958.42115985938,37274.55411073561,False,2025-04-14
4-3,2025-04-15,2025-04-15 06:00:00,6,2025-04-15 06:10:00,2025-04-16 06:00:00,10007.58888888889,6000.0,0.0,forecast,1.0,35980.43857283263,39620.61897912129,False,2025-04-14
4-3,2025-04-15,2025-04-15 12:00:00,12,2025-04-15 12:10:00,2025-04-16 12:00:00,9591.757547203559,6000.0,0.0,forecast,1.0,40454.69807465715,44752.75213799238,False,2025-04-14
4-3,2025-04-15,2025-04-15 18:00:00,18,2025-04-15 18:10:00,2025-04-16 18:00:00,10718.215475919751,6000.0,0.0,forecast,1.0,39838.53051497295,44434.90582790283,False,2025-04-14
4-3,2025-04-16,2025-04-16 00:00:00,0,2025-04-16 00:10:00,2025-04-17 00:00:00,6415.906232947339,6000.0,0.0,forecast,1.0,37449.881099440376,41473.51098509266,False,2025-04-15
4-3,2025-04-16,2025-04-16 06:00:00,6,2025-04-16 06:10:00,2025-04-17 06:00:00,9988.298148148147,6000.0,1.5140336920257743e-15,forecast,1.0,38906.57494112717,42984.671471323745,False,2025-04-15
4-3,2025-04-16,2025-04-16 12:00:00,12,2025-04-16 12:10:00,2025-04-17 12:00:00,8366.320786863473,6000.0,0.0,forecast,1.0,35793.634337312455,39413.11826673925,False,2025-04-15
4-3,2025-04-16,2025-04-16 18:00:00,18,2025-04-16 18:10:00,2025-04-17 18:00:00,10800.0,6000.0,0.0,forecast,1.0,41098.639362873975,45861.48163776555,False,2025-04-15
4-3,2025-04-17,2025-04-17 00:00:00,0,2025-04-17 00:10:00,2025-04-18 00:00:00,6433.336847884696,6000.0,0.0,forecast,1.0,34762.73063343384,38121.314983682794,False,2025-04-16
4-3,2025-04-17,2025-04-17 06:00:00,6,2025-04-17 06:10:00,2025-04-18 06:00:00,8911.816539180747,6000.0,0.0,forecast,1.0,34973.8046230329,39062.36703980544,False,2025-04-16
4-3,2025-04-17,2025-04-17 12:00:00,12,2025-04-17 12:10:00,2025-04-18 12:00:00,7994.965201508827,6000.0,0.0,forecast,1.0,35111.27241860157,39039.96968988472,False,2025-04-16
4-3,2025-04-17,2025-04-17 18:00:00,18,2025-04-17 18:10:00,2025-04-18 18:00:00,10800.0,6000.0,0.0,forecast,1.0,26543.24342130351,29910.874522596634,False,2025-04-16
4-3,2025-04-18,2025-04-18 00:00:00,0,2025-04-18 00:10:00,2025-04-19 00:00:00,6566.2626884975425,6000.0,0.0,forecast,1.0,10554.948679097995,12145.553972342352,False,2025-04-17
4-3,2025-04-18,2025-04-18 06:00:00,6,2025-04-18 06:10:00,2025-04-19 06:00:00,3380.648314419028,6000.0,2.797150425537155e-16,forecast,1.0,11654.24731470591,13468.344999125677,False,2025-04-17
4-3,2025-04-18,2025-04-18 12:00:00,12,2025-04-18 12:10:00,2025-04-19 12:00:00,10800.0,6000.0,0.0,forecast,1.0,11049.737909079573,12750.2423782146,False,2025-04-17
4-3,2025-04-18,2025-04-18 18:00:00,18,2025-04-18 18:10:00,2025-04-19 18:00:00,10095.41775925926,6000.0,0.0,forecast,1.0,10500.039146750249,12113.18966918507,False,2025-04-17
4-3,2025-04-19,2025-04-19 00:00:00,0,2025-04-19 00:10:00,2025-04-20 00:00:00,6747.760905523392,6000.0,0.0,forecast,1.0,10304.704951873333,11887.787230073769,False,2025-04-18
4-3,2025-04-19,2025-04-19 06:00:00,6,2025-04-19 06:10:00,2025-04-20 06:00:00,3976.89382830136,6000.0,0.0,forecast,1.0,13471.233592802793,15293.498177330152,False,2025-04-18
4-3,2025-04-19,2025-04-19 12:00:00,12,2025-04-19 12:10:00,2025-04-20 12:00:00,10800.0,6000.0,0.0,forecast,1.0,13053.540492922322,14773.607266836152,False,2025-04-18
4-3,2025-04-19,2025-04-19 18:00:00,18,2025-04-19 18:10:00,2025-04-20 18:00:00,10085.982537037038,6000.0,0.0,forecast,1.0,11462.504501512114,13039.717640138806,False,2025-04-18
4-3,2025-04-20,2025-04-20 00:00:00,0,2025-04-20 00:10:00,2025-04-21 00:00:00,6466.061245458474,6000.0,0.0,forecast,1.0,34933.3876801929,38351.25713442356,False,2025-04-19
4-3,2025-04-20,2025-04-20 06:00:00,6,2025-04-20 06:10:00,2025-04-21 06:00:00,10017.611111111111,6000.0,1.8557878350528534e-15,forecast,1.0,33578.889199357145,36923.40613673046,False,2025-04-19
4-3,2025-04-20,2025-04-20 12:00:00,12,2025-04-20 12:10:00,2025-04-21 12:00:00,7093.978292111736,6000.0,0.0,forecast,1.0,35339.11320534161,38864.73081160217,False,2025-04-19
4-3,2025-04-20,2025-04-20 18:00:00,18,2025-04-20 18:10:00,2025-04-21 18:00:00,10800.0,6000.0,0.0,forecast,1.0,30435.259585140142,33749.475957570525,False,2025-04-19
4-3,2025-04-21,2025-04-21 00:00:00,0,2025-04-21 00:10:00,2025-04-22 00:00:00,6672.0986000228595,6000.0,0.0,forecast,1.0,36435.59416182102,40174.54858891997,False,2025-04-20
4-3,2025-04-21,2025-04-21 06:00:00,6,2025-04-21 06:10:00,2025-04-22 06:00:00,10035.413425925926,6000.0,0.0,forecast,1.0,35127.336359863926,38701.545702740164,False,2025-04-20
4-3,2025-04-21,2025-04-21 12:00:00,12,2025-04-21 12:10:00,2025-04-22 12:00:00,9209.461302222226,6000.0,0.0,forecast,1.0,35970.756710851885,39594.34050944148,False,2025-04-20
4-3,2025-04-21,2025-04-21 18:00:00,18,2025-04-21 18:10:00,2025-04-22 18:00:00,10800.0,6000.0,0.0,forecast,1.0,29749.55009034242,32924.25493195348,False,2025-04-20
4-3,2025-04-22,2025-04-22 00:00:00,0,2025-04-22 00:10:00,2025-04-23 00:00:00,6243.619015666858,6000.0,0.0,forecast,1.0,32855.95738421836,36019.82487193291,False,2025-04-21
4-3,2025-04-22,2025-04-22 06:00:00,6,2025-04-22 06:10:00,2025-04-23 06:00:00,10022.09537037037,6000.0,0.0,forecast,1.0,35560.4358544319,39228.33869655994,False,2025-04-21
4-3,2025-04-22,2025-04-22 12:00:00,12,2025-04-22 12:10:00,2025-04-23 12:00:00,8802.194004814815,6000.0,4.75067340221646e-16,forecast,1.0,35064.25052399542,38445.9079340469,False,2025-04-21
4-3,2025-04-22,2025-04-22 18:00:00,18,2025-04-22 18:10:00,2025-04-23 18:00:00,10800.0,6000.0,0.0,forecast,1.0,32782.494290756105,36106.62152042464,False,2025-04-21
4-3,2025-04-23,2025-04-23 00:00:00,0,2025-04-23 00:10:00,2025-04-24 00:00:00,6365.152816003613,6000.0,0.0,forecast,1.0,32148.342266261297,35176.45584768885,False,2025-04-22
4-3,2025-04-23,2025-04-23 06:00:00,6,2025-04-23 06:10:00,2025-04-24 06:00:00,9041.107962811395,6000.0,4.656027605336975e-16,forecast,1.0,34988.833437857145,38576.44250476433,False,2025-04-22
4-3,2025-04-23,2025-04-23 12:00:00,12,2025-04-23 12:10:00,2025-04-24 12:00:00,7913.190856801743,6000.0,0.0,forecast,1.0,34163.77389723185,37597.15649447029,False,2025-04-22
4-3,2025-04-23,2025-04-23 18:00:00,18,2025-04-23 18:10:00,2025-04-24 18:00:00,10800.0,6000.0,0.0,forecast,1.0,33584.58744947381,37568.49396042447,False,2025-04-22
4-3,2025-04-24,2025-04-24 00:00:00,0,2025-04-24 00:10:00,2025-04-25 00:00:00,6623.063977005836,6000.0,0.0,forecast,1.0,32925.108770745814,36162.12662004336,False,2025-04-23
4-3,2025-04-24,2025-04-24 06:00:00,6,2025-04-24 06:10:00,2025-04-25 06:00:00,9367.963962962964,6000.0,0.0,forecast,1.0,30111.961641229726,33170.59324703631,False,2025-04-23
4-3,2025-04-24,2025-04-24 12:00:00,12,2025-04-24 12:10:00,2025-04-25 12:00:00,7328.7964833829565,6000.0,1.2360299770839422e-15,forecast,1.0,31893.697384328345,35308.87509900467,False,2025-04-23
4-3,2025-04-24,2025-04-24 18:00:00,18,2025-04-24 18:10:00,2025-04-25 18:00:00,10800.0,6000.0,0.0,forecast,1.0,27343.345340067386,31283.50678409197,False,2025-04-23
