variant,date,issue_datetime,issue_hour,first_target_end,last_target_end,soc_measured_kwh,planned_terminal_kwh,milp_gap,price_mode,radius_scale,nominal_horizon_proxy_cost_yuan,box_worst_horizon_proxy_cost_yuan,q2_pv_history_only,load_history_through_date
4-2,2025-02-20,2025-02-20 00:00:00,0,2025-02-20 00:10:00,2025-02-21 00:00:00,6003.059096283275,6000.0,0.0,forecast,1.0,50584.74562438553,55753.46213234411,True,2025-02-19
4-2,2025-02-21,2025-02-21 00:00:00,0,2025-02-21 00:10:00,2025-02-22 00:00:00,6100.4134716608805,6000.0,0.0,forecast,1.0,14338.679175673187,16368.896886702583,True,2025-02-20
4-2,2025-02-22,2025-02-22 00:00:00,0,2025-02-22 00:10:00,2025-02-23 00:00:00,6330.152959866767,6000.0,0.0,forecast,1.0,14540.760438461326,16542.132723963885,True,2025-02-21
4-2,2025-02-23,2025-02-23 00:00:00,0,2025-02-23 00:10:00,2025-02-24 00:00:00,6142.485693085919,6000.0,0.0,forecast,1.0,50629.149775610356,55662.76931128019,True,2025-02-22
4-2,2025-02-24,2025-02-24 00:00:00,0,2025-02-24 00:10:00,2025-02-25 00:00:00,5915.293405222077,6000.0,0.0,forecast,1.0,48403.57232948586,53310.309652628464,True,2025-02-23
4-2,2025-02-25,2025-02-25 00:00:00,0,2025-02-25 00:10:00,2025-02-26 00:00:00,6068.917347326389,6000.0,0.0,forecast,1.0,47803.5991787139,52632.055753945955,True,2025-02-24
4-2,2025-02-26,2025-02-26 00:00:00,0,2025-02-26 00:10:00,2025-02-27 00:00:00,6061.637369188601,6000.0,0.0,forecast,1.0,47536.172304040476,52255.7473173966,True,2025-02-25
4-2,2025-02-27,2025-02-27 00:00:00,0,2025-02-27 00:10:00,2025-02-28 00:00:00,6127.042099221089,6000.0,0.0,forecast,1.0,46544.666749201475,51157.5674616878,True,2025-02-26
4-2,2025-02-28,2025-02-28 00:00:00,0,2025-02-28 00:10:00,2025-03-01 00:00:00,6158.767001458333,6000.0,1.153670373083262e-16,forecast,1.0,13849.071533238193,15766.976824450161,True,2025-02-27
4-2,2025-03-01,2025-03-01 00:00:00,0,2025-03-01 00:10:00,2025-03-02 00:00:00,6365.564800398459,6000.0,0.0,forecast,1.0,13832.805862494515,15738.04681729691,True,2025-02-28
4-2,2025-03-02,2025-03-02 00:00:00,0,2025-03-02 00:10:00,2025-03-03 00:00:00,5984.749920934759,6000.0,0.0,forecast,1.0,46390.31950648343,50916.24005765762,True,2025-03-01
4-2,2025-03-03,2025-03-03 00:00:00,0,2025-03-03 00:10:00,2025-03-04 00:00:00,5794.403336647859,6000.0,0.0,forecast,1.0,45640.18877457318,50106.25848347525,True,2025-03-02
4-2,2025-03-04,2025-03-04 00:00:00,0,2025-03-04 00:10:00,2025-03-05 00:00:00,5956.678613343462,6000.0,0.0,forecast,1.0,45545.89481996323,50034.621681636214,True,2025-03-03
4-2,2025-03-05,2025-03-05 00:00:00,0,2025-03-05 00:10:00,2025-03-06 00:00:00,5889.968118599537,6000.0,0.0,forecast,1.0,45961.66987234475,50589.961697686784,True,2025-03-04
4-2,2025-03-06,2025-03-06 00:00:00,0,2025-03-06 00:10:00,2025-03-07 00:00:00,6007.904664628328,6000.0,0.0,forecast,1.0,44549.690282937394,49013.280369697306,True,2025-03-05
4-2,2025-03-07,2025-03-07 00:00:00,0,2025-03-07 00:10:00,2025-03-08 00:00:00,5770.324469959635,6000.0,0.0,forecast,1.0,13027.223819661913,14842.959518831043,True,2025-03-06
4-2,2025-03-08,2025-03-08 00:00:00,0,2025-03-08 00:10:00,2025-03-09 00:00:00,6017.691512556425,6000.0,0.0,forecast,1.0,13063.596294579724,14873.017601566362,True,2025-03-07
4-2,2025-03-09,2025-03-09 00:00:00,0,2025-03-09 00:10:00,2025-03-10 00:00:00,6086.63255468069,6000.0,0.0,forecast,1.0,43580.28810261484,47971.45754079708,True,2025-03-08
4-2,2025-03-10,2025-03-10 00:00:00,0,2025-03-10 00:10:00,2025-03-11 00:00:00,5927.116889598526,6000.0,0.0,forecast,1.0,43325.379022613335,47597.69362646417,True,2025-03-09
4-2,2025-03-11,2025-03-11 00:00:00,0,2025-03-11 00:10:00,2025-03-12 00:00:00,5821.914755796441,6000.0,0.0,forecast,1.0,43066.617029630674,47347.58442500618,True,2025-03-10
4-2,2025-03-12,2025-03-12 00:00:00,0,2025-03-12 00:10:00,2025-03-13 00:00:00,6028.390368447773,6000.0,0.0,forecast,1.0,42526.102740320355,46787.33518683442,True,2025-03-11
4-2,2025-03-13,2025-03-13 00:00:00,0,2025-03-13 00:10:00,2025-03-14 00:00:00,5746.530792966857,6000.0,0.0,forecast,1.0,41711.29197407851,45860.74615499282,True,2025-03-12
4-2,2025-03-14,2025-03-14 00:00:00,0,2025-03-14 00:10:00,2025-03-15 00:00:00,5820.815618284289,6000.0,0.0,forecast,1.0,12112.028447767014,13795.901020803714,True,2025-03-13
4-2,2025-03-15,2025-03-15 00:00:00,0,2025-03-15 00:10:00,2025-03-16 00:00:00,6034.41509651114,6000.0,1.3050258087738666e-16,forecast,1.0,12236.05445609753,13938.340462821063,True,2025-03-14
4-2,2025-03-16,2025-03-16 00:00:00,0,2025-03-16 00:10:00,2025-03-17 00:00:00,5820.924181309317,6000.0,0.0,forecast,1.0,41141.557183623096,45327.42767638307,True,2025-03-15
4-2,2025-03-17,2025-03-17 00:00:00,0,2025-03-17 00:10:00,2025-03-18 00:00:00,5821.34089734592,6000.0,0.0,forecast,1.0,41912.25253636908,46081.112401171435,True,2025-03-16
4-2,2025-03-18,2025-03-18 00:00:00,0,2025-03-18 00:10:00,2025-03-19 00:00:00,6046.141143928274,6000.0,0.0,forecast,1.0,40303.15539670691,44357.211425937414,True,2025-03-17
4-2,2025-03-19,2025-03-19 00:00:00,0,2025-03-19 00:10:00,2025-03-20 00:00:00,5892.722796501018,6000.0,0.0,forecast,1.0,39498.00750150906,43548.17238137105,True,2025-03-18
4-2,2025-03-20,2025-03-20 00:00:00,0,2025-03-20 00:10:00,2025-03-21 00:00:00,6072.996700645641,6000.0,0.0,forecast,1.0,39554.83498877679,43521.20674739088,True,2025-03-19
4-2,2025-03-21,2025-03-21 00:00:00,0,2025-03-21 00:10:00,2025-03-22 00:00:00,6004.935198721064,6000.0,0.0,forecast,1.0,11423.617674921421,13074.617499716947,True,2025-03-20
4-2,2025-03-22,2025-03-22 00:00:00,0,2025-03-22 00:10:00,2025-03-23 00:00:00,5917.924691088686,6000.0,0.0,forecast,1.0,11863.432968274527,13521.029653210622,True,2025-03-21
4-2,2025-03-23,2025-03-23 00:00:00,0,2025-03-23 00:10:00,2025-03-24 00:00:00,6186.295975011484,6000.0,0.0,forecast,1.0,37444.0878524334,41299.14613713595,True,2025-03-22
4-2,2025-03-24,2025-03-24 00:00:00,0,2025-03-24 00:10:00,2025-03-25 00:00:00,5945.261491379484,6000.0,0.0,forecast,1.0,37636.23018029885,41490.760842887335,True,2025-03-23
4-2,2025-03-25,2025-03-25 00:00:00,0,2025-03-25 00:10:00,2025-03-26 00:00:00,5829.630169147136,6000.0,0.0,forecast,1.0,37451.588467203685,41282.72879932597,True,2025-03-24
4-2,2025-03-26,2025-03-26 00:00:00,0,2025-03-26 00:10:00,2025-03-27 00:00:00,5826.863725793547,6000.0,0.0,forecast,1.0,37191.775978916005,41022.93558775348,True,2025-03-25
4-2,2025-03-27,2025-03-27 00:00:00,0,2025-03-27 00:10:00,2025-03-28 00:00:00,5920.813223210678,6000.0,0.0,forecast,1.0,37268.381275687585,41163.8840669925,True,2025-03-26
4-2,2025-03-28,2025-03-28 00:00:00,0,2025-03-28 00:10:00,2025-03-29 00:00:00,5852.509720617766,6000.0,1.4366987260635e-16,forecast,1.0,11003.963929613332,12660.896613514918,True,2025-03-27
4-2,2025-03-29,2025-03-29 00:00:00,0,2025-03-29 00:10:00,2025-03-30 00:00:00,5944.297604372158,6000.0,0.0,forecast,1.0,11449.518585779988,13115.24179933668,True,2025-03-28
4-2,2025-03-30,2025-03-30 00:00:00,0,2025-03-30 00:10:00,2025-03-31 00:00:00,5998.774828694878,6000.0,0.0,forecast,1.0,35133.76959715711,38638.86102537063,True,2025-03-29
4-2,2025-03-31,2025-03-31 00:00:00,0,2025-03-31 00:10:00,2025-04-01 00:00:00,5950.336980219762,6000.0,0.0,forecast,1.0,34706.63664281646,38254.243496237716,True,2025-03-30
4-2,2025-04-01,2025-04-01 00:00:00,0,2025-04-01 00:10:00,2025-04-02 00:00:00,6050.927762459058,6000.0,0.0,forecast,1.0,35308.575709459496,38845.667624009315,True,2025-03-31
4-2,2025-04-02,2025-04-02 00:00:00,0,2025-04-02 00:10:00,2025-04-03 00:00:00,6031.896143077257,6000.0,0.0,forecast,1.0,35259.942496121366,38834.20488369372,True,2025-04-01
4-2,2025-04-03,2025-04-03 00:00:00,0,2025-04-03 00:10:00,2025-04-04 00:00:00,6025.4782367447915,6000.0,0.0,forecast,1.0,35827.189428758415,39578.53868319963,True,2025-04-02
4-2,2025-04-04,2025-04-04 00:00:00,0,2025-04-04 00:10:00,2025-04-05 00:00:00,5889.636757942937,6000.0,0.0,forecast,1.0,10793.398336989285,12423.21906341823,True,2025-04-03
4-2,2025-04-05,2025-04-05 00:00:00,0,2025-04-05 00:10:00,2025-04-06 00:00:00,6161.980046697548,6000.0,0.0,forecast,1.0,10053.444797010336,11544.304410893534,True,2025-04-04
4-2,2025-04-06,2025-04-06 00:00:00,0,2025-04-06 00:10:00,2025-04-07 00:00:00,5872.130191061197,6000.0,0.0,forecast,1.0,32254.051680385404,35432.13275020296,True,2025-04-05
4-2,2025-04-07,2025-04-07 00:00:00,0,2025-04-07 00:10:00,2025-04-08 00:00:00,5898.809822685185,6000.0,0.0,forecast,1.0,34371.153102682256,37820.61417131519,True,2025-04-06
4-2,2025-04-08,2025-04-08 00:00:00,0,2025-04-08 00:10:00,2025-04-09 00:00:00,6000.957585756768,6000.0,0.0,forecast,1.0,34878.14262708855,38291.61438839961,True,2025-04-07
4-2,2025-04-09,2025-04-09 00:00:00,0,2025-04-09 00:10:00,2025-04-10 00:00:00,5908.930238564526,6000.0,0.0,forecast,1.0,34254.50829595297,37634.296715716926,True,2025-04-08
4-2,2025-04-10,2025-04-10 00:00:00,0,2025-04-10 00:10:00,2025-04-11 00:00:00,5917.2928712912335,6000.0,0.0,forecast,1.0,34476.52390518159,37880.3390295653,True,2025-04-09
4-2,2025-04-11,2025-04-11 00:00:00,0,2025-04-11 00:10:00,2025-04-12 00:00:00,6035.769089348958,6000.0,0.0,forecast,1.0,10279.897428463802,11781.437564234853,True,2025-04-10
4-2,2025-04-12,2025-04-12 00:00:00,0,2025-04-12 00:10:00,2025-04-13 00:00:00,5860.672739388022,6000.0,0.0,forecast,1.0,10527.814248754588,12046.336304363907,True,2025-04-11
4-2,2025-04-13,2025-04-13 00:00:00,0,2025-04-13 00:10:00,2025-04-14 00:00:00,5979.239612791041,6000.0,0.0,forecast,1.0,33101.99770319349,36367.0454823383,True,2025-04-12
4-2,2025-04-14,2025-04-14 00:00:00,0,2025-04-14 00:10:00,2025-04-15 00:00:00,5946.482779448062,6000.0,0.0,forecast,1.0,33083.5822649833,36322.466759450435,True,2025-04-13
4-2,2025-04-15,2025-04-15 00:00:00,0,2025-04-15 00:10:00,2025-04-16 00:00:00,5923.626239921152,6000.0,0.0,forecast,1.0,33680.3537495262,36980.26092728475,True,2025-04-14
4-2,2025-04-16,2025-04-16 00:00:00,0,2025-04-16 00:10:00,2025-04-17 00:00:00,6030.2155300470195,6000.0,0.0,forecast,1.0,32936.1625720536,36186.655373905814,True,2025-04-15
4-2,2025-04-17,2025-04-17 00:00:00,0,2025-04-17 00:10:00,2025-04-18 00:00:00,5896.061816969039,6000.0,0.0,forecast,1.0,33105.162167149785,36356.24241444956,True,2025-04-16
4-2,2025-04-18,2025-04-18 00:00:00,0,2025-04-18 00:10:00,2025-04-19 00:00:00,6093.797881084057,6000.0,1.5845174374125582e-16,forecast,1.0,9957.444871445156,11479.76892268336,True,2025-04-17
4-2,2025-04-19,2025-04-19 00:00:00,0,2025-04-19 00:10:00,2025-04-20 00:00:00,6191.354273161283,6000.0,1.5779634944343786e-16,forecast,1.0,9996.419066792809,11527.44920881629,True,2025-04-18
4-2,2025-04-20,2025-04-20 00:00:00,0,2025-04-20 00:10:00,2025-04-21 00:00:00,6074.140158632164,6000.0,0.0,forecast,1.0,32561.7975913825,35697.185664212215,True,2025-04-19
4-2,2025-04-21,2025-04-21 00:00:00,0,2025-04-21 00:10:00,2025-04-22 00:00:00,5938.122467665655,6000.0,0.0,forecast,1.0,32014.585725758527,35118.83553182695,True,2025-04-20
4-2,2025-04-22,2025-04-22 00:00:00,0,2025-04-22 00:10:00,2025-04-23 00:00:00,5885.700834117911,6000.0,0.0,forecast,1.0,31731.14313864314,34813.42479701144,True,2025-04-21
4-2,2025-04-23,2025-04-23 00:00:00,0,2025-04-23 00:10:00,2025-04-24 00:00:00,5917.302823896123,6000.0,0.0,forecast,1.0,32076.959555396603,35106.90238588662,True,2025-04-22
4-2,2025-04-24,2025-04-24 00:00:00,0,2025-04-24 00:10:00,2025-04-25 00:00:00,6053.653590078849,6000.0,0.0,forecast,1.0,31470.836082916238,34522.237890203614,True,2025-04-23
4-2,2025-04-25,2025-04-25 00:00:00,0,2025-04-25 00:10:00,2025-04-26 00:00:00,5948.395978231337,6000.0,1.6514814442166548e-16,forecast,1.0,9570.511976376994,11014.289079152539,True,2025-04-24
4-2,2025-04-26,2025-04-26 00:00:00,0,2025-04-26 00:10:00,2025-04-27 00:00:00,5947.334885803531,6000.0,0.0,forecast,1.0,9595.053258094082,11112.818616268862,True,2025-04-25
4-2,2025-04-27,2025-04-27 00:00:00,0,2025-04-27 00:10:00,2025-04-28 00:00:00,5888.583093884549,6000.0,0.0,forecast,1.0,30311.080964222423,33264.30953286776,True,2025-04-26
4-2,2025-04-28,2025-04-28 00:00:00,0,2025-04-28 00:10:00,2025-04-29 00:00:00,5908.8193823408565,6000.0,0.0,forecast,1.0,30431.81904714222,33427.24753680846,True,2025-04-27
4-2,2025-04-29,2025-04-29 00:00:00,0,2025-04-29 00:10:00,2025-04-30 00:00:00,6031.365131784577,6000.0,0.0,forecast,1.0,30998.438391444997,34091.852836468854,True,2025-04-28
4-2,2025-04-30,2025-04-30 00:00:00,0,2025-04-30 00:10:00,2025-05-01 00:00:00,6098.209549136864,6000.0,0.0,forecast,1.0,31355.335408743158,34406.77026979897,True,2025-04-29
4-2,2025-05-01,2025-05-01 00:00:00,0,2025-05-01 00:10:00,2025-05-02 00:00:00,5936.484808662326,6000.0,0.0,forecast,1.0,29536.84544177644,32452.592422040845,True,2025-04-30
4-2,2025-05-02,2025-05-02 00:00:00,0,2025-05-02 00:10:00,2025-05-03 00:00:00,5015.011535203268,6000.0,0.0,forecast,1.0,9436.136551715977,10957.576675879394,True,2025-05-01
4-2,2025-05-03,2025-05-03 00:00:00,0,2025-05-03 00:10:00,2025-05-04 00:00:00,5450.339252517361,6000.0,1.6399212761741846e-16,forecast,1.0,9598.918646899943,11091.931240683849,True,2025-05-02
4-2,2025-05-04,2025-05-04 00:00:00,0,2025-05-04 00:10:00,2025-05-05 00:00:00,5543.157356771556,6000.0,0.0,forecast,1.0,29926.757152611808,32981.54254506443,True,2025-05-03
4-2,2025-05-05,2025-05-05 00:00:00,0,2025-05-05 00:10:00,2025-05-06 00:00:00,5238.058563938078,6000.0,0.0,forecast,1.0,31107.965429282292,34241.31334670764,True,2025-05-04
4-2,2025-05-06,2025-05-06 00:00:00,0,2025-05-06 00:10:00,2025-05-07 00:00:00,5237.179003409289,6000.0,0.0,forecast,1.0,31611.128338491453,34883.27883995152,True,2025-05-05
4-2,2025-05-07,2025-05-07 00:00:00,0,2025-05-07 00:10:00,2025-05-08 00:00:00,5279.895257083333,6000.0,0.0,forecast,1.0,31494.07576721337,34698.71367143508,True,2025-05-06
4-2,2025-05-08,2025-05-08 00:00:00,0,2025-05-08 00:10:00,2025-05-09 00:00:00,5430.568797730758,6000.0,0.0,forecast,1.0,32825.041855768155,36186.11242360894,True,2025-05-07
4-2,2025-05-09,2025-05-09 00:00:00,0,2025-05-09 00:10:00,2025-05-10 00:00:00,5666.900002380643,6000.0,2.9786446665288483e-16,forecast,1.0,10533.418815994846,12213.53741173571,True,2025-05-08
4-2,2025-05-10,2025-05-10 00:00:00,0,2025-05-10 00:10:00,2025-05-11 00:00:00,6144.170288579283,6000.0,0.0,forecast,1.0,10704.780623642226,12295.331245177227,True,2025-05-09
4-2,2025-05-11,2025-05-11 00:00:00,0,2025-05-11 00:10:00,2025-05-12 00:00:00,5666.880881421442,6000.0,0.0,forecast,1.0,33486.72483166975,36863.62591344552,True,2025-05-10
4-2,2025-05-12,2025-05-12 00:00:00,0,2025-05-12 00:10:00,2025-05-13 00:00:00,5629.434109123987,6000.0,0.0,forecast,1.0,33545.78783484058,36920.60275634066,True,2025-05-11
4-2,2025-05-13,2025-05-13 00:00:00,0,2025-05-13 00:10:00,2025-05-14 00:00:00,5878.383854984808,6000.0,0.0,forecast,1.0,32948.042347270355,36336.7930117458,True,2025-05-12
4-2,2025-05-14,2025-05-14 00:00:00,0,2025-05-14 00:10:00,2025-05-15 00:00:00,5911.7126073509835,6000.0,0.0,forecast,1.0,32961.14884710524,36347.74864633386,True,2025-05-13
