date,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,initial_soc_kwh,terminal_soc_kwh
2025-03-23,62254.43376311142,62254.43376311142,0.0,0.0,21298.443197163713,17468.670024971405,1340.6114327240696,995.5519069765157,37709.72448965843,0.0,7156.953915708824,44866.67840536725,6186.295975011484,5945.261491379484
2025-03-24,62347.050225539046,62347.050225539046,0.0,0.0,21675.192210545047,17660.9738805506,944.3775830644995,1278.71239527577,38036.40477502053,0.0,5516.942838480193,43553.34761350072,5945.261491379484,5829.630169147136
2025-03-25,62238.19473722771,62238.19473722771,0.0,0.0,20438.32035222865,16557.529284323435,2646.0114878389545,53.29044049479194,37895.345727674205,0.0,15427.772127658533,53323.11785533274,5829.630169147136,5826.863725793547
2025-03-26,62233.81918261793,62233.81918261793,0.0,0.0,21585.161916709218,17399.426604859054,187.4172729880179,2642.946277089126,37558.926279158055,0.0,977.7373686269069,38536.66364778496,5826.863725793547,5920.813223210678
2025-03-27,61559.09199098963,61559.09199098963,0.0,0.0,20378.060818297934,16567.70241515495,1591.9168705584007,623.6610584050514,37154.02155798845,0.0,9703.662834898421,46857.68439288688,5920.813223210678,5852.509720617766
2025-03-28,29238.269452782817,29238.269452782817,0.0,0.0,17092.15687358126,13762.037972221868,0.0,15086.269784756762,11401.517046834275,0.0,0.0,11401.517046834275,5852.509720617766,5944.297604372158
2025-03-29,29715.218248611003,29715.218248611003,0.0,0.0,17462.702767492046,14095.759739778116,140.60998191279214,18781.67601947653,11505.145389506959,0.0,709.9690625388938,12215.114452045853,5944.297604372158,5998.774828694878
2025-03-30,58559.149429313846,58559.149429313846,0.0,0.0,21031.725259507275,17079.291523828495,945.5241954774497,206.6201891125204,34949.412339013485,0.0,5741.702000416375,40691.114339429856,5998.774828694878,5950.336980219762
2025-03-31,58333.54895600076,58333.54895600076,0.0,0.0,18696.81850990629,15053.891289008736,2348.6209348186644,87.8531865885418,35275.08631872004,0.0,15072.783819933209,50347.87013865325,5950.336980219762,6050.927762459058
2025-04-01,59035.238058466835,59035.238058466835,0.0,0.0,16507.035204645457,13387.826973206436,4383.954246084157,91.1325564453125,36480.97492205436,0.0,27917.651980528026,64398.62690258239,6050.927762459058,6031.896143077257
2025-04-02,59619.8083168013,59619.8083168013,0.0,0.0,19106.976055713305,15482.42672082699,4508.51525721261,68.43883912760475,36052.3336867345,0.0,26989.479692251487,63041.813378985986,6031.896143077257,6025.4782367447915
2025-04-03,60537.53318391588,60537.53318391588,0.0,0.0,21408.39656841888,17463.058551340957,743.5667408706977,1472.2316410419942,36894.99892987849,0.0,4380.231196467559,41275.230126346054,6025.4782367447915,5889.636757942937
2025-04-04,28663.501703274324,28663.501703274324,0.0,0.0,17006.385373504614,13530.06319265959,0.0,18756.377272429305,11025.762470481422,0.0,0.0,11025.762470481422,5889.636757942937,6161.980046697548
2025-04-05,26742.472025639585,26742.472025639585,0.0,0.0,16017.774055119542,13235.261854719542,1037.3256991744772,12953.170541080726,10366.972360517611,0.0,3715.794616055614,14082.766976573224,6161.980046697548,5872.130191061197
2025-04-06,54815.11838529445,54815.11838529445,0.0,0.0,19527.012161957533,15792.868182724013,3371.4118145119783,42.30995390625037,33184.477210447265,0.0,20431.73939779922,53616.21660824649,5872.130191061197,5898.809822685185
2025-04-07,57843.654062225345,57843.654062225345,0.0,0.0,20505.707897554017,16517.690410254334,0.0,612.9172915923333,34682.059188315696,0.0,0.0,34682.059188315696,5898.809822685185,6000.957585756768
2025-04-08,58003.28202837661,58003.28202837661,0.0,0.0,21287.64065386907,17325.81354210697,741.79753424209,430.05883418993426,34947.91395880846,0.0,4817.627947224604,39765.54190603306,6000.957585756768,5908.930238564526
2025-04-09,57702.439214652746,57702.439214652746,0.0,0.0,17474.73539848537,14147.009303319113,4823.1951506958,63.59725351562531,34542.55122788266,0.0,30164.52606134897,64707.07728923163,5908.930238564526,5917.2928712912335
2025-04-10,57892.845004944684,57892.845004944684,0.0,0.0,20825.99571565903,16762.42793343187,1251.0758183071327,619.7151410246579,34629.084590197395,0.0,7795.97123863078,42425.05582882817,5917.2928712912335,6035.769089348958
2025-04-11,27366.509377186816,27366.509377186816,0.0,0.0,16669.471445092546,13659.858585489803,48.00317557046383,19088.24952648787,10664.963161852038,0.0,146.09910080439346,10811.06226265643,6035.769089348958,5860.672739388022
2025-04-12,27705.49520164845,27705.49520164845,0.0,0.0,16405.25074179527,13181.542914791451,0.0,15456.626824644633,10609.998789132336,0.0,0.0,10609.998789132336,5860.672739388022,5979.239612791041
2025-04-13,56196.01693407215,56196.01693407215,0.0,0.0,19524.959217995627,15844.698116585141,1995.374988052334,234.77233738066946,33791.89919433448,0.0,12424.27822742536,46216.177421759836,5979.239612791041,5946.482779448062
